"","ID","date","url","title","source","duplicate","body"
"59","897273211","2018-07-01","https://www.deccanchronicle.com/nation/current-affairs/010718/why-education-min-its-cms-fault-he-should-apologise-suspended-u.html","Why education min; its CM's fault, he should apologise: Suspended U'khand teacher","Deccan Chronicle",FALSE,"Dehradun: Uttara Bahuguna, the teacher who was suspended after she ""violated the decorum"" of a Janata Darbar session, asked Uttarakhand Chief Minister Trivendra Singh Rawat to apologise for ""insulting"" her.

This came after Uttarakhand Education Minister Arvind Pandey on Saturday apologised and assured Bahuguna a quick solution to the matter.

""Why the Education Minister apologized, he did not do anything. It was the chief minister's fault and he should have apologised. It was the chief minister who insulted me,"" the teacher said.

On Thursday, Chief Minister Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

Also Read: Suspend her, take into custody: U'khand CM after row with teacher

The Chief Minister also ordered her suspension, after she allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended, as she ""violated the decorum""."
"62","897235826","2018-07-01","http://www.asianage.com/india/all-india/010718/why-education-minister-its-cms-fault-and-should-apologise-says-suspended-teacher.html","Why Education Minister, its CM's fault and should apologise, says suspended teacher","The Asian Age",FALSE,"Dehradun: Uttara Bahuguna, the teacher who was suspended after she ""violated the decorum"" of a Janata Darbar session, asked Uttarakhand Chief Minister Trivendra Singh Rawat to apologise for ""insulting"" her.

This came after Uttarakhand Education Minister Arvind Pandey on Saturday apologised and assured Bahuguna a quick solution to the matter.

""Why the Education Minister apologized, he did not do anything. It was the chief minister's fault and he should have apologised. It was the chief minister who insulted me,"" the teacher said.

On Thursday, Chief Minister Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

The Chief Minister also ordered her suspension, after she allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended, as she ""violated the decorum""."
"63","897227103","2018-07-01","https://www.aninews.in/news/suspended-ukhand-teacher-asks-chief-minister-to-apologise201807011211070001/","Suspended U'khand teacher asks Chief Minister to apologise","http://aninews.in",FALSE,"Dehradun (Uttarakhand) [India], Jul 01 (ANI): Uttara Bahuguna, the teacher who was suspended after she ""violated the decorum"" of a Janata Darbar session, asked Uttarakhand Chief Minister Trivendra Singh Rawat to apologise for ""insulting"" her.

This came after Uttarakhand Education Minister Arvind Pandey on Saturday apologised and assured Bahuguna a quick solution to the matter.

""Why the Education Minister apologized, he did not do anything. It was the chief minister's fault and he should have apologised. It was the chief minister who insulted me,"" the teacher said.

On Thursday, Chief Minister Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

The Chief Minister also ordered her suspension, after she allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended, as she ""violated the decorum"". (ANI)"
"64","897161182","2018-07-01","https://www.news18.com/news/world/70-year-old-math-teacher-offers-teen-student-iphone-for-sex-in-new-york-suspended-1796639.html","70-year-old Math Teacher Offers Teen Student iPhone for Sex in New York, Suspended","News18",FALSE,"Central Islip: Police say a 70-year-old Long Island math teacher gave two 16-year-old students cash for nude or revealing photos and offered one of them a top-of-the-line iPhone if she'd have sex with him.

Jairo Inswasty was charged on Thursday with endangering the welfare of a child. He was immediately suspended from his teaching position at Central Islip High School.

Suffolk County police said Inswasty paid one student $5 for a bikini photo and the other student USD 150 to pose for nude photos.

Police Commissioner Geraldine Hart says Inswasty later offered the second student an iPhone X to have sex. She declined.

No phone number was listed for Inswasty. Court records did not list a lawyer who could speak on his behalf.

Inswasty's union did not immediately respond to a message."
"65","897110244","2018-06-30","https://timesofindia.indiatimes.com/india/suspended-by-uttarakhand-cm-rawat-teacher-to-move-high-court/articleshow/64811048.cms","Suspended by Uttarakhand CM Rawat, teacher to move high court - Times of India","The Times of India",FALSE,"DEHRADUN: The school principal who was suspended for an altercation with CM Trivendra Singh Rawat during a janta durbar here recently has decided to approach the Uttarakhand HC.

Uttara Pant Bahuguna, posted as principal of a primary school in Uttarkashi at present, said she has been seeking transfer to Dehradun considering her age. She added she would also submit before the court that the CM's wife Sunita Rawat has been posted in Dehradun for 22 years without any transfer."
"66","897019593","2018-06-30","https://timesofindia.indiatimes.com/city/dehradun/govt-teacher-suspended-by-cm-rawat-to-move-high-court/articleshow/64808469.cms","Govt teacher suspended by CM Rawat to move high court - Times of India","The Times of India",FALSE,"Dehradun: The 57-year-old school principal who was suspended for an altercation with chief minister Trivendra Singh Rawat during a junta durbar here recently has decided to approach the Uttarakhand high court seeking justice.

Talking to TOI on Saturday, Uttara Pant Bahuguna, who is posted as the principal of a primary school in Uttarkashi at present, said that she has been running from pillar to post seeking transfer to Dehradun considering her age and service in remote locations for decades. She added that she would also submit before the court that the CM's wife, Sunita Rawat, has been posted in Dehradun for 22 years without any transfer while scores of other teachers have not been permitted to be transferred to the plains even after serving in remote locations for several decades.

Bahuguna said, ""Even though I was denied justice and publicly humiliated in the janta durbar, I have full faith in our judiciary. I will approach the high court and present my grievances."" She also claimed that her salary had been stopped several months back. ""The allegations that I had been drawing salary and not reporting to work are baseless. My salary was stopped several months back and nobody is ready to listen to my plight,"" she added.

Meanwhile, her family is overwhelmed by the emotional support pouring out from all parts of the country through social media platforms. Bahuguna's son Shubham Bahuguna said, ""We have decided to the fight the case till the end. We are in touch with a Supreme Court lawyer Rajesh Tyagi who has offered to take up the case.""

Senior Supreme Court lawyer Kamini Jaiswal said, ""There is no doubt that the teacher's fundamental rights have been violated. Instead of considering her transfer on humanitarian grounds, suspending her is against the principles of natural justice."" ""Let the honourable court decide on the charges of misbehaviour. What is seen in the video clip is a brazen display of power and arrogance by the CM,"" she added.

Responding to the teacher's decision to move the high court, state BJP chief Ajay Bhatt said, ""Like any other ordinary citizen, she has the right to approach the court for relief. The party has nothing to comment on this."""
"67","897028553","2018-06-30","https://www.news18.com/news/india/uttarakhand-education-minister-apologises-to-teacher-suspended-arrested-after-tiff-with-cm-rawat-1796557.html","Uttarakhand Education Minister Apologises to Teacher Suspended, Arrested After Tiff With CM Rawat","News18",FALSE,"Dehradun: The Uttarakhand education minister has reached out to Uttara Pant Bahuguna, the teacher who was suspended for arguing with CM Trivendra Singh Rawat on June 28 over her transfer.

""I received a phone call from the education minister Arvind Pandey. He assured me that he would meet me on July 3 and would find a solution to my problem. He apologised when I told him of the injustice meted out to me by the department,"" said Bahuguna.

Rawat had ordered the arrest and suspension of the school principal for allegedly using ""abusive language"" in front of him.

Defending the teacher, her son claimed that the video footage doing the rounds does not show the full picture. ""The video being circulated is incomplete. If you look at the entire footage, you will see how the CM spoke to my mother. It is his fault that he instigated her. They're saying a teacher shouldn't speak like that but a CM should also not speak like that,"" he said.

The incident happened on Thursday at the 'Janata Darbar' of the CM here when the principal of a government school in the Nagaon area of Uttarkashi district made a transfer request.

According to a government release, principal Uttara Bahuguna ""showed disrespect and used abusive language during the Janata Darbar. She was told to put forward her request in a decent manner but she kept on misbehaving.""

Bahuguna had requested the CM that she be transferred from the remote location. She claimed that she has been posted to remote locations for the last 25 years and now wanted to live with her children.

The woman said that her husband had died and she did not want to leave her children as ""orphans in Dehradun"". ""My condition is such that neither can I leave my children alone nor my job,"" Bahuguna said.

The back-and-forth grew heated as Ms Bahuguna insisted that the CM give her justice.

""I never signed up for exile all my life,"" Ms Bahuguna said. Annoyed, the CM asked her to ""mind her language"" and then shouted, ""Suspend karo ise abhi (Suspend her immediately). Arrest her.""

In a video clip, the teacher is seen screaming at the CM and shouting ""thief, cheats"" as she is led out of the meeting.

Uttara Bahuguna was arrested on charges of ""disrupting an important gathering"". She was let off in the evening.

After the incident, Rawat said that request for transfers must not be brought to a platform meant for hearing public grievances. ""All transfers of government employees will be done under the state's Transfer Act,"" he said.

Meanwhile, Uttarakhand Rajya Prathamik Shikshak Sangh Secretary General Digvijay Singh Chauhan said he would speak to the authorities and request them not to take any harsh action against her.

The state Congress said the CM's action was disappointing and argued if the wives of the BJP leaders could be given choice postings then why not Bahuguna."
"69","896975793","2018-06-30","https://www.business-standard.com/article/news-ani/education-minister-apologised-to-me-suspended-uttarakhand-teacher-118063000672_1.html","Education Minister apologised to me: Suspended Uttarakhand teacher","Business Standard",FALSE,"On Thursday, Uttarakhand Chief Minister Trivendra Singh Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

The Chief Minister also ordered her suspension, after Uttara Bahuguna allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended as she ""violated the decorum"".

However, the teacher's son Shubham Bahugana has claimed that it was the Chief Minister's fault and he is the one who should apologise.

""After watching the full video, people can now see that it's completely CM's fault. He provoked my mother to behave the way she did. I don't think my mother has said anything wrong. Is this the way CM should talk during a public hearing? He should apologise,"" Shubham said."
"70","896968488","2018-06-30","https://www.aninews.in/news/education-minister-apologised-to-me-suspended-uttarakhand-teacher201806302024330003/","Education Minister apologised to me: Suspended Uttarakhand teacher","http://aninews.in",FALSE,"Dehradun (Uttarakhand) [India], June 30 (ANI): Uttara Bahuguna, the teacher who was earlier suspended after she ""violated the decorum"" of a Janata Darbar session, said the Uttarakhand Education Minister Arvind Pandey has apologised to her and assured her a solution to the matter soon.

""I received a phone call from the Education Minister. He assured me that he will meet me on July 3 and will find a solution to my problem. He apologised when I told him about the injustice done to me by the Education Department,"" Uttara Bahuguna told ANI.

On Thursday, Uttarakhand Chief Minister Trivendra Singh Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

The Chief Minister also ordered her suspension, after Uttara Bahuguna allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended as she ""violated the decorum"".

However, the teacher's son Shubham Bahugana has claimed that it was the Chief Minister's fault and he is the one who should apologise.

""After watching the full video, people can now see that it's completely CM's fault. He provoked my mother to behave the way she did. I don't think my mother has said anything wrong. Is this the way CM should talk during a public hearing? He should apologise,"" Shubham said. (ANI)"
"71","896331186","2018-06-29","https://indianexpress.com/article/india/trivendra-singh-rawat-school-principal-transfer-uttarakhand-cm-5238838/","Suspended school prinicipal to be investigated for violating decorum as teacher: Uttarakhand Education Dept","The Indian Express",FALSE,"By: Express Web Desk | New Delhi | Updated: June 29, 2018 5:37:10 pm Uttarakhand School Education Secretary Bhupinder Kaur Aulakh addressed the issue of transfer of teachers. (Source: ANI)

Reacting to the arrest and suspension of a school principal on the orders of Uttarakhand Chief Minister Trivendra Singh Rawat on Thursday, the Education Department said that the matter will be investigated and a decision wil be taken, news agency ANI reported.

Bhupinder Kaur, Aulakh, School Education Secretary said, ""She has been suspended because she violated decorum as a teacher. It will be investigated, we will listen to her and only then will a decision be taken."" Uttara Bahuguna (57), principal of a government primary school in Naugaon area of Uttarkashi district, who was demanding a transfer, is alleged to have used abusive language in front of the CM while seeking a transfer from the remote location.

Also Read | Uttarakhand Chief Minister orders arrest, suspension of school principal for 'showing disrespect'

On questions of her demand for transfer from the remote location, Kaur said ""She can be transferred only within the dist. Her demand that she be transferred to Dehradun falls under inter-dist transfers which, as of now, isn't allowed by the Act."" ""More than 58 people are posted in remote areas for longer duration than her. Her number is 59th and the transfer is done only turn-wise,"" she added.

#Uttarakhand CM @tsrawatbjp loses his cool while hearing a teacher's plea for transfer during BJP's ""Janata Darbar"". In the video he can be heard ordering the teacher's arrest and suspension. Rawat has received much flak for his behaviour with the teacher.@IndianExpress pic.twitter.com/r6EKMbQtt9

-- Kavita (@Cavieta) June 28, 2018

When Rawat dismissed her request, Bahuguna began arguing with him. Loosing his cool, he shouted several times into the microphone: ""Suspend karo ise abhi (Suspend her immediately). Take her into police custody."" A video of the incident shared on social media shows Bahuguna leaving the Janata Darbar hurling abuses at the Chief Minister before being taken into custody under Section 151 of the CrPC. She was released on Thursday evening.

Speaking to The Indian Express after the incident, Bahuguna said, ""I have no problem in doing my job, but I've been posted in remote areas for 25 years. Before the Uttarkashi village, I was posted in a remote area in Uttarkashi district's Chinyalisaur. My husband used to take care of my two children, but after his death in August last year there is no one to take care of my children. Also, I am too old to work in remote areas."""
"73","874042438","2018-05-24","http://www.business-standard.com/article/news-ians/tripura-university-teacher-suspended-for-violating-protocol-118052400971_1.html"," Tripura University teacher suspended for violating protocol ","Business Standard",FALSE,"He said that after the convocation speech of Naidu, Kaushal, who was anchoring the event, had asked Tripura Education Minister Ratan Lal Nath to speak. As he was speaking, Kaushal passed a paper slip asking the Minister to stop.

""As per the standard protocol, after the chief guest's convocation speech, there can be no speech except the Vote of Thanks by the Registrar,"" Debroy said.

He said that an inquiry committee would be constituted to examine the entire episode.

An irritated Nath, who was representing Chief Minister Biplab Kumar Deb, snubbed the Assistant Professor and others at the venue and complained to Vice Chancellor Anjan Kumar Ghosh that the university had insulted the state government.

The varsity's 11th convocation was held after five years. As many as 142 scholars received Ph.D. degrees and around 400 students from different streams got gold and silver medals.

The varsity, set up in 1987, was made a central university in July 2007."
"74","850932229","2018-04-16","http://www.sify.com/news/tamil-nadu-teacher-suspended-for-luring-students-into-giving-sexual-favours-to-university-officials-news-national-seqrzxaeheihj.html","Tamil Nadu: Teacher suspended for luring students into 'giving sexual favours' to university officials","Sify",FALSE,"Image for representation only.

Madurai: A woman assistant professor working in a private college at Aruppukkottai in Virudhunagar, who has been linked to the telephonic conversation has been suspended after four female students, who were on the receiving end of the 'offer' complained to higher authorities.

A phone conversation that took place on March 15 was recorded by the girls and has been doing the rounds in social media. The incident resurfaced on Sunday as a private Tamil news channel telecast the response of the faculty member to the complaint.

In the clip of a telephonic conversation, which lasts for close to 19 minutes, an assistant professor associated to the Mathematics Department of the Devanga Arts college in Virudhunagar is heard telling the women, whose identities have not been made public, that an 'opportunity' has come their way. And that they are expected to do certain things 'secretly' for a very senior official of the Madurai Kamaraj University (MKU) to which the college is affiliated.

In return for their cooperation Nirmala Devi tells them, ""On the academic side, I can take the four of you to a big level, I can assure you that. He is that big an official. I will make sure that your marks are not affected. You will get financial support and academic support also. I don't know if you will tell your parents or not. We will open an account for you and will put money for you.""

When the students ask her to elaborate on what needs to be done, she says, ""In order to finish some things successfully they are expecting college students. Till now, I have not gone down to that level. I can only say so much. I believe you will understand what they expect. If you accept this scheme, MKU will be your backbone.""

Meanwhile, secretary of the college R Ramasamy held a press conference on Sunday explaining the action taken by the college. He said the faculty member had gone to attend a refresher course in MKU on March 9.

As soon as the complaint was received, she was asked to report back to the college. As soon as she returned on March 21, the suspension order was handed over to her.

A committee formed by the college is conducting a probe and further action would be taken based on its outcome.

When contacted, Virudhunagar superintendent of police M Rajarajan said they have not received any complaint so far.

Vice-chancellor of MKU P P Chelladurai said, ""I suspect the entire episode was stage-managed by the college management as I formed a committee 25 days ago to investigate misappropriation of funds in the college. We are planning to file a complaint on Monday,"" he said."
"75","850681769","2018-04-16","http://www.thehindu.com/news/national/tamil-nadu/college-teacher-lures-girl-students-suspended/article23553416.ece","College teacher 'lures' girl students, suspended","The Hindu",FALSE,"An assistant professor of a private arts college in Aruppukottai in Virudhunagar district was placed under suspension last month for allegedly ""luring"" four girls to get ""certain things"" done. In return, the students were promised both academic progression and financial support. College authorities suspended the assistant professor after the girls filed a complaint.

The issue became public after the audio clip of the professor's telephonic conversation with the girls was leaked online on Sunday.

In the audio clip running for about 20 minutes, Nirmala Devi, a faculty members of Mathematics Department at Devanga Arts College, is heard telling the girls, whose identities have not been made public, that an ""opportunity"" has come for doing certain things ""secretly"" for a very senior official of the Madurai Kamaraj University (MKU) to which the college is affiliated.

""For doing something successfully, they [the officials] are expecting college students for certain things. I have not gone down to this level till now... By 'certain things' I hope, being college students, you will be able to grasp it quickly,"" she is heard telling the girls."
"76","850652177","2018-04-16","https://timesofindia.indiatimes.com/city/madurai/students-told-to-give-sexual-favours-teacher-suspended/articleshow/63777090.cms","Students 'told to give sexual favours', teacher suspended - Times of India","The Times of India",FALSE,"MADURAI: A woman assistant professor working in a private college at Aruppukkottai in Virudhunagar has been placed under temporary suspension after a group of girl students in the college complained to the management that she tried to lure them into doing sexual favours for higher officials of Madurai Kamaraj University to get marks and money. A phone conversation that took place on March 15 was recorded by the girls and has been doing the rounds in social media. The incident resurfaced on Sunday as a private Tamil news channel telecast the response of the faculty member to the complaint.

The girls, studying in the Devanga Arts College, approached the college authorities on March 19 and complained about the faculty member who works in the mathematics department.

The faculty member admitted that it was her in the conversation with the girls, but said it was wrongly understood by the girls.

""There was no reason on record for my suspension from the college, but when we inquired we came to know that it was due to this (audio conversation) reason. They said the committee will investigate further, but they have not called me so far,"" she told the reporter on television.

When questioned further about the conversation, she said, ""I only spoke and I already admitted, but the message was not how it was understood by the girls.

Meanwhile, secretary of the college R Ramasamy held a press conference on Sunday explaining the action taken by the college. He said the faculty member had gone to attend a refresher course in MKU on March 9. As soon as the complaint was received, she was asked to report back to the college. As soon as she returned on March 21, the suspension order was handed over to her.

A committee formed by the college is conducting a probe and further action would be taken based on its outcome.

When contacted, Virudhunagar superintendent of police M Rajarajan said they have not received any complaint so far.

Vice-chancellor of MKU P P Chelladurai said, ""I suspect the entire episode was stage-managed by the college management as I formed a committee 25 days ago to investigate misappropriation of funds in the college. We are planning to file a complaint on Monday,"" he said."
"77","817910047","2018-02-22","https://scroll.in/latest/869507/gurugram-class-7-student-suspended-after-allegedly-threatening-to-rape-teacher-her-daughter","Gurugram: Class 7 student suspended after allegedly threatening to rape teacher, her daughter","Scroll.in",FALSE,"A Class 7 student of a school in Haryana's Gurugram district was suspended after he threatened to rape a teacher and her daughter in an online post, The Times of India reported on Tuesday. In a separate incident, a Class 8 student of the same school reportedly asked a teacher out for a candlelight date and sex.

Both the incidents are believed to have taken place in the past week. The teacher who was threatened with rape has since returned to work. However, her daughter, who studies in the same class with the student who threatened her, has not returned to school, The Times of India reported.

""A thorough investigation was carried out and stern action was taken, including suspension along with mandated counselling,"" the school said in a statement, according to the Hindustan Times. ""The school has a zero-tolerance policy towards such acts.""

Gurugram child welfare committee said it had taken suo motu cognisance of the incident and a notice will be sent to the school and children. ""They will be called and asked about the entire incident,"" Shakuntala Dhull, chairperson of the committee, told The Times of India. ""Counselling sessions will be taken of the school authorities, including the teachers and kids."""
"78","817389745","2018-02-21","https://www.indiatoday.in/india/haryana/story/gurgaon-class-7-student-threatens-to-rape-teacher-daughter-gets-suspended-1174620-2018-02-21","Gurgaon: Class 7 student threatens to rape teacher and her daughter, gets suspended","India Today",FALSE,"A Class 7 student in Gurgaon has been suspended from school for threatening to rape a teacher and her daughter via an online post.

After the post caught attention, the private school, left unnamed for privacy reasons, put out a statement declaring that the ""lower middle school student"" has been suspended ""with mandated counselling"".

""This is an incident involving a lower middle school student allegedly indulging in an offensive and highly objectionable cyber prank involving a teacher. A thorough investigation was carried out and stern action was taken, including suspension along with mandated counselling,"" said the statement quoted in a TOI report.

The statement clarified that it has a ""zero-tolerance policy towards such acts,"". Gurugram child welfare committee has also stepped in to look into the matter.

""A notice will be sent to the school and children. They will be called and asked about the entire incident,"" the TOI report quotes committee chairperson Shakuntala Dhul. ""Counselling sessions will be taken of the school authorities, including the teachers and kids.""

Around the same time last week, a Class 8 student of the same Gurgaon school is said to have asked a teacher out via mail for ""candlelight dinner and sex"". Whether any action has been taken against this student is not known.

ALSO READ:

Gurgaon: Teenager shoots school principal over 'insult'"
"79","817306471","2018-02-21","https://www.hindustantimes.com/gurgaon/gurgaon-class-7-student-suspended-for-threatening-teacher-her-daughter-with-rape/story-8nB2a5u1bgdfuVFh2v5m2K.html","Gurgaon: Class 7 student suspended for 'threatening teacher, her daughter with rape'","Hindustan Times",FALSE,"The Gurgaon school, in a statement, said the student will also be sent for counselling.(Shutterstock/For representative purpose only)

A Class 7 student has been suspended after he allegedly threatened a teacher and her daughter with rape, a prominent private school in Gurgaon said in a statement on Tuesday.

In the same school, a Class 8 student allegedly asked a teacher out for a candlelight dinner and sex. It was not known if any action had been taken against this student.

Both the incidents took place last week and the school put out a statement about the suspension on Tuesday evening without saying when the decision was taken.

""A thorough investigation was carried out and stern action was taken, including suspension along with mandated counselling. The school has a zero-tolerance policy towards such acts,"" the statement said.

The incident involved a lower middle school student ""allegedly indulging in an offensive and highly objectionable cyber prank involving a teacher"", it added.

Gurgaon child welfare committee chairperson Shakuntla Dhull said they would send a notice to the school and investigate the incident.

""We have not received any information regarding this case if we receive we will take cognisance. Once the matter is reported to us we will conduct counselling sessions and try to understand the psychology of the child,"" Dhull said.

Experts said a monitoring of the social media activities and internet behaviour of students, in school as well as at homes, could curb such tendencies.

They also blamed unsupervised access to the internet was one of the reasons for rise in such incidents of abuse.

The two incidents come a few weeks after the Gurgaon juvenile justice board ruled that a 16-year-old boy be tried as an adult for allegedly murdering a junior student in the school.

The murder, which shook the country, raised questions about safety of children and also reflected the worrying trend of underage children taking to crime."
"80","805396990","2018-02-02","https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-kv-teacher-suspended-for-making-obscene-remarks-on-nirbhaya/articleshow/62754997.cms","Chhattisgarh KV teacher suspended for making obscene remarks on Nirbhaya - Times of India","The Times of India",FALSE,"RAIPUR: A teacher of Kendriya Vidyalaya-1 was suspended and attached to another school on the basis of a preliminary inquiry against her for making obscene remarks on girls, their outfit and the Nirbhaya gang-rape during the lecture.

KV-1 principal and staff faced commotion from parents on January 29 on school premises after girls of Class IX and XI had complained against the Biology teacher Snehlata Shankhwar for making objectionable remarks on the girls who were outgoing in nature, who wore lipstick and revealing clothes.

The girls had secretly recorded several audios as proof and shared them with their parents. The girls told parents that they had sent a written complaint to the principal but no action was taken while they were continuously subjected to embarrassment and humiliation before other boys in the classroom.

Talking to TOI, Bhagwandas Ahire, principal KV-1 said, ""Based on written complaint submitted by parents, I formed an inquiry committee and personally monitored it. Within 24 hours of complaint, the committee had submitted report based on preliminary investigation, to deputy commissioner of KV who issued suspension of the teacher.""

He added that suspension was done on Wednesday evening with immediate effect and the teacher has been asked for temporary deputation at KV-2 till further orders. A high-level inquiry would now be conducted against teacher by the higher authorities of KV in Delhi.

The teacher was suspended after the claims made by parents and girls were found to be true in the initial probe.

Clarifying on not taking action upon complaint made by the students, the principal said that he had received an anonymous letter which could have been a mischief. Also, two days after the letter was received was holiday.

During the lectures, the teacher used to warn girls against wearing jeans and lipstick, saying, ""Girls expose their body only when they don't have beautiful faces. Girls have become so shameless, why did Nirbhaya go out so late at night with a boy who wasn't her husband? It's difficult to understand why an issue was made of this. Such incidents happen with girls in remote areas frequently. Nirbhaya's mother shouldn't have allowed her go out so late at night.""

In the alleged audio clip, she was heard saying ""Nirbhaya's mistake and not the boys"". ""Girls who face such incidents are cursed and it's a punishment for them,"" adding that when boys see girls ""doing it"" with one person they assume the girl would ""do it"" with others as well."
"81","805228768","2018-02-02","https://timesofindia.indiatimes.com/city/raipur/kv-suspends-teacher-for-nirbhaya-remarks/articleshow/62749840.cms","KV teacher suspended for saying Nirbhaya asked for rape - Times of India","The Times of India",FALSE,"RAIPUR: The Raipur Kendra Vidyalaya (KV) has suspended a teacher, whose controversial statement on Nirbhaya stirred a storm in the country.

KV-1 principal Bhagwandas Ahire said biology teacher Snehlata Shankhwar was suspended and attached to another school on Wednesday evening after the complaint made by parents and girls against her was found to be true in initial investigation.

""Based on a written complaint by the parents, I formed an inquiry committee and personally monitored it. Within 24 hours of the complaint, the panel submitted its preliminary investigation report to the KV deputy commissioner, who issued suspension orders,"" Ahire said.

The teacher has been sent on temporary deputation to KV-2 till further orders. A high level inquiry will now be conducted against her by senior KV officials in Delhi, Ahire said.

Shankhwar had allegedly converted her class into cringe worthy sermon sessions, telling students that 'outgoing' girls are asking for rape. In an audio clip secretly recorded by one of the students, the teacher is heard 'warning' girls against wearing jeans and lipstick as it attracts Nirbhaya-like ordeal. She is heard saying that it was ""Nirbhaya's mistake and not the boys"".

""Girls have become so shameless, why did Nirbhaya go out so late at night with a boy who wasn't her husband? It's difficult to understand why an issue was made of this. Such incidents happen with girls in remote areas frequently. Nirbhaya's mother shouldn't have allowed her go out so late at night,"" she allegedly said.

She also allegedly told students that girls ""expose their body only when they don't have a beautiful face"".

Shankhwar's comments on Nirbhaya and girls' dress sense had triggered nationwide outrage. On January 29, parents had marched to the school and demanded action against her. When the news got out, she tried to defend her statement.

""What happened with Nirbhaya was wrong but she could have saved herself, if she had not gone out late,"" she told media persons."
"82","797697965","2018-01-20","http://www.newindianexpress.com/nation/2018/jan/20/kanpur-teacher-suspended-after-slapping-student-40-times-for-not-completing-homework-1759766.html","Kanpur: Teacher suspended after slapping student 40 times for not completing homework","The New Indian Express",FALSE,"KANPUR: A teacher of United Public School was today terminated from work after he allegedly punished a class 3 student with 40 slaps for not completing the homework assigned to him, the school's principal said.

The boy's father alleged that his son, Yuvraj, looked depressed and was reluctant to attend school for past fortnight.

After much persuasion, the boy told his parents that a teacher had asked his classmates to slap him for not completing a homework assigned to him.

The school principal, Shally Dheer, confirmed to have received a complaint of getting the class 3 student slapped by his classmates.

The services of the guilty school teacher have been terminated, she said."
"83","791373906","2018-01-10","http://www.thehindu.com/news/cities/bangalore/teacher-suspended-for-slapping-student/article22413389.ece","Teacher suspended for slapping student","The Hindu",FALSE,"A school, on Wednesday, suspended a teacher for slapping a student for not doing his homework.

Anita, a social studies teacher at Evershine English School near Srinagar, slapped the boy earlier this week after which parents and activists staged a protest at the school. A police complaint has been registered by the parents at Hanumantha Nagar police station under the Juvenile Justice Act.

The Block Education Officer has issued a show cause notice to the school and sought an explanation. The Karnataka State Commission for Protection of Child Rights has taken suo moto cognisance of the incident and summoned the school management."
